id,phases,category,target,weight,cooldown,recon,awareness,aggression,panic,distortion,physicalChance,strength,investigable,filler,source,headline,report,truth,siteTemplates,siteHandler,martialSite,icon
N-01,ALL,普通新闻,POPULATED,5,12,0,0,0,0,0,0,0,false,true,地方商业新闻,标签错误,一批民用冷冻食品被贴上军用密封标签。港务局称这只是承包商录入失误。,那只是一次的普通物流事故。
N-02,ALL,普通新闻,EDGE_MARKET,5,12,0,0,0,0,0,0,0,false,true,边缘娱乐版,争抢残骸,两支打捞队为一片舰壳的归属争执了整整一天，最后才发现船壳已脱离轨道坠入气态星。,我觉得我们没必要在这上面浪费时间。
N-03,ALL,普通新闻,POPULATED,5,12,0,0,0,0,0,0,0,false,true,本地通讯社,短暂失控,一面轨道广告牌连续播放了旧版本饮料广告。运营方已经向当地居民致歉。,就是一次普通的软件回滚。
N-04,ALL,普通新闻,ANY,5,12,0,0,0,0,0,0,0,false,true,民用频道摘录,错误广播,一艘货船向整个星系公开播报了自己的购物清单，随后匆忙切断频道。,购物清单里有个蓝粉色的二分龙虾 - 那还挺有趣的。
N-05,ALL,普通新闻,PIRATE,5,12,0,0,0,0,0,0,0,false,true,海盗电台,电台情歌,一座海盗电台在凌晨连续播放战前情歌，附近帮派均拒绝承认拥有该频段。,大概只是一次普通的海盗恶作剧。
N-06,ALL,普通新闻,WILDERNESS,5,12,0,0,0,0,0,0,0,false,true,探索者协会,重复浮标,探索者发现两枚编号相同的测绘浮标。制造商表示旧批次数据库可能存在重复记录。,我们核对了信息，这应该是一次很严重的制造与登记错误了。
N-07,ALL,普通新闻,ANY,5,12,0,0,0,0,0,0,0,false,true,民用频道摘录,掷出窗外,一支舰队的船员因薪资问题将其舰长从舱门弹射了出去。这在舰长和各船员间造成了轰动。,你是很害怕你也被扔出去吗。
N-08,ALL,普通新闻,MILITARY,5,12,0,0,0,0,0,0,0,false,true,海盗电台,一次交易,一司令部官员被曝涉嫌通敌。有关部门回复无可奉告。,大概是真的。
N-09,ALL,普通新闻,ANY,5,12,0,0,0,0,0,0,0,false,true,打捞者留言板,大型打捞,打捞者在边缘星系外环发现未受损的纳米煅炉，目前已激起大量人员对边缘星系的兴趣。,那他想必这一下会很富有了？
N-10,ALL,普通新闻,ANY,5,12,0,0,0,0,0,0,0,false,true,边缘娱乐版,野史,这段消息描述了一段速子CEO和至高霸主的私密之事，引人发笑。,你为什么要让我看这种东西？
N-11,ALL,普通新闻,PIRATE,5,12,0,0,0,0,0,0,0,false,true,匿名频段截获,粗制滥造,据悉，一支小型海盗舰队因自制舰船稳定性原因，舰队在掠袭过程中自主发生爆炸，目前尚未造成海盗以外的人员伤亡。,很有趣。
#————————
D-01,DORMANT|RECON,暗流,EDGE_MARKET,8,35,0.8,0,0,0.2,0,0.35,0,true,false,边缘港务局,被动翘班,地方港务局宣称将一艘逾期补给船登记为发生导航事故。数次搜救航次都未能找到求救信标。,我们的舰队发现了一些微小的残骸能够与那批舰船对应-补给舰船是被未知势力暴力截停的；残骸大抵被被推离了航路，港务局大抵试图压住此事。,CREW_MISSING,,FALSE
D-02,DORMANT|RECON,暗流,PIRATE,7,40,1.3,0,0.5,0.2,0,0.25,0,true,false,边缘娱乐版,赏金取消,数支高赏金海盗无敌舰队在近期失去活动，并被目击到残骸。然而无人实际能拿出证据对此负责以获取赏金。,我们怀疑海盗舰队被当作了一次实验，这可能是一次对低纪律编队的火控与追逃模型校准。,BATTLE_AFTERMATH,,TRUE
D-03,DORMANT|RECON,暗流,RELAY,9,28,1.4,0.2,0.1,0.1,0,0.25,0,true,false,本地通讯社,校验错误,某地通讯基站宣称造到入侵，设备定期会产生额外校验码。同时维护程序试图越权在记录生成后将其删除，官方认定此事为不合理的AI核心使用。,我们...说不准。但基站的确被人为注入了恶性代码，至少两周内的全频道信息都受到了未知窄束监听；同时，我知道你对额外校验码很感兴趣，我也是，但我们的破译至今仍未成功-对方的手段应该远比速子科技要高级很多，我对此很担心。,COMMUNICATION,,FALSE
D-04,DORMANT|RECON,暗流,ANY,6,42,0.3,0.1,0,1.1,0.2,0,0,false,false,民用救援频道,空舱漂流,救援队跟随求救信号，找到了一艘舰船的残骸和一大片被抛弃的冷冻仓。但乘员、日志和个人终端均不在那片区域。,信息载体都被带走了，什么也没剩下，调查根本无从开展，但这种事情经常发生，我会很快压下此事。,CREW_MISSING|DISTORTION,,FALSE
D-05,DORMANT|RECON,暗流,ANY,5,45,0.2,0,0,0.2,0.4,0,0,false,false,星轨航道台,未知回波,数名领航员报告星图曾短暂显示一颗不存在的恒星。但重新校准后记录彼此无法对应，此事在最近引起诸多讨论-卢德教徒则对此欢呼雀跃。,经过多次拷问后的数据比对，我可以肯定...目标绝不是一颗恒星，对方的位置大抵在英仙座外围，而且在移动，但我无法进一步确认，没人去过那里。,DISTORTION,,FALSE
D-06,DORMANT|RECON,暗流,RELAY,7,38,0.7,0.1,0.1,0.5,0.1,0,0,false,false,民用频道摘录,信号不好,数座外围星系的导航设施近日出现可靠性问题，在数日后现已恢复。管理方宣称原因是设备老化。,导航设施经过了一次相当完美的维护-我的意思是，已经远远超过了现在能够对应的大多数维护水准，我可以确认恢复动作来自某个第三方势力，而非民事组织。,ROUTE|COMMUNICATION,,FALSE
D-07,DORMANT|RECON,暗流,ANY,6,45,1.1,0.2,0.2,0.3,0.2,0.5,0,true,false,打捞者留言板,静默打捞,一处被考古学家聘请的佣兵所保护的第一次AI战争期间的战场残骸区在一日内被清空，许多推测正在近日进行，考古学家方面则放出高额赏金以取对方的项上人头。,那片区域被彻彻底底的清洁一空了，如果消息是真的的话。那里连不值得打捞的碎片也被彻底清空了，我只能说具体原因不明。但我敢肯定，打捞队绝不会这么做。,BATTLE_AFTERMATH,,TRUE
D-08,DORMANT|RECON,暗流,PIRATE,5,55,1.2,0.1,0.5,0.3,0,0,0,false,false,民用频道摘录,未知突袭,一处非法补给站点被发现清空。但据称打捞队在现场没有发现尸体，也没有发现足以解释紧急撤离的武器痕迹。,我们试着找到了那个设施，其上生命维持系统的日志记录已被人恶意破坏无法恢复，安保设施也同样如此，在结构完整的情况下算法遭到外界破坏，人员的具体去向不明。根据破坏行动来看，绑架的可能性比较高，但没人会一次绑架一整个站点的人。,CREW_MISSING,,TRUE
D-09,DORMANT|RECON,暗流,POPULATED,4,60,0,0.1,0,0.8,0.8,0,0,false,false,民用频道摘录,余晖游荡,边缘星系的探险队宣称发现余晖行动。,我把人绑了起来，根据他的仔细描述，我认为那绝不是余晖。你应该知道我在说什么，这件事很严重，但幸亏星系内没人对这件事上心。,DISTORTION,,FALSE
D-10,DORMANT|RECON,暗流,POPULATED,6,42,1,0.3,0.1,0.4,0,0,0,false,false,中继网络站,超高延迟,公开频道大范围出现统一的高达十二秒的延迟，部分军事频道未受影响。中继机构在几分钟后称问题为技术调整，服务现已完全恢复。,调查一无所获，但这种大范围延迟所需要的算力或者电磁脉冲都不太可能出现在当前的英仙座，你应该明白我的意思。,COMMUNICATION,,FALSE
